20:43:54    0 ****************************************************
20:43:54    0 ** Dragonfly version 4.15 **
20:43:54    0 ** Game engine started **
20:43:54    0 ****************************************************
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/asteroid-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'asteroid' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/planet-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'planet' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/gameover-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'gameover' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/gamestart-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'gamestart' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/bullet-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'bullet' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/explosion-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'explosion' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/block-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'block' loaded.
20:43:55   32 Spawning BulletShooter
20:44:14  602  BulletShooter: mouse event
20:44:14  603  BulletShooter: mouse event
20:44:14  604  BulletShooter: mouse event
20:44:14  605  BulletShooter: mouse event
20:44:14  606  BulletShooter: mouse event
20:44:14  607  BulletShooter: mouse event
20:44:14  607  BulletShooter: mouse event
20:44:14  607  BulletShooter: mouse event
20:44:14  608  BulletShooter: mouse event
20:44:14  609  BulletShooter: mouse event
20:44:14  610  BulletShooter: mouse event
20:44:14  610  BulletShooter: mouse event
20:44:14  611  BulletShooter: mouse event
20:44:14  612  BulletShooter: mouse event
20:44:14  613 BulletShooter: Pew Pew
20:44:14  613  BulletShooter: mouse event
20:44:14  613  BulletShooter: mouse event
20:44:14  614  BulletShooter: mouse event
20:44:14  615  BulletShooter: mouse event
20:44:14  615  BulletShooter: mouse event
20:44:14  616  BulletShooter: mouse event
20:44:14  616  BulletShooter: mouse event
20:44:15  617  BulletShooter: mouse event
20:44:15  617  BulletShooter: mouse event
20:44:15  618  BulletShooter: mouse event
20:44:15  619  BulletShooter: mouse event
20:44:15  619  BulletShooter: mouse event
20:44:15  620  BulletShooter: mouse event
20:44:15  620  BulletShooter: mouse event
20:44:15  621  BulletShooter: mouse event
20:44:15  621  BulletShooter: mouse event
20:44:15  621 Block hit by asteroid
20:44:15  622  BulletShooter: mouse event
20:44:15  622  BulletShooter: mouse event
20:44:15  623  BulletShooter: mouse event
20:44:15  624  BulletShooter: mouse event
20:44:15  625  BulletShooter: mouse event
20:44:15  625  BulletShooter: mouse event
20:44:15  626  BulletShooter: mouse event
20:44:15  627  BulletShooter: mouse event
20:44:15  628  BulletShooter: mouse event
20:44:15  628  BulletShooter: mouse event
20:44:15  628 Block hit by asteroid
20:44:15  629  BulletShooter: mouse event
20:44:15  630  BulletShooter: mouse event
20:44:15  631  BulletShooter: mouse event
20:44:15  631  BulletShooter: mouse event
20:44:15  632  BulletShooter: mouse event
20:44:15  632  BulletShooter: mouse event
20:44:15  633  BulletShooter: mouse event
20:44:15  635  BulletShooter: mouse event
20:44:15  636  BulletShooter: mouse event
20:44:15  636  BulletShooter: mouse event
20:44:15  636  BulletShooter: mouse event
20:44:15  637  BulletShooter: mouse event
20:44:15  638  BulletShooter: mouse event
20:44:15  640  BulletShooter: mouse event
20:44:15  641  BulletShooter: mouse event
20:44:15  642  BulletShooter: mouse event
20:44:15  642  BulletShooter: mouse event
20:44:15  643  BulletShooter: mouse event
20:44:15  644  BulletShooter: mouse event
20:44:15  645  BulletShooter: mouse event
20:44:15  646  BulletShooter: mouse event
20:44:16  647  BulletShooter: mouse event
20:44:16  648  BulletShooter: mouse event
20:44:16  649  BulletShooter: mouse event
20:44:16  649 BulletShooter: Pew Pew
20:44:16  649  BulletShooter: mouse event
20:44:16  649  BulletShooter: mouse event
20:44:16  649  BulletShooter: mouse event
20:44:16  650  BulletShooter: mouse event
20:44:16  651  BulletShooter: mouse event
20:44:16  652  BulletShooter: mouse event
20:44:16  653  BulletShooter: mouse event
20:44:16  655  BulletShooter: mouse event
20:44:16  655  BulletShooter: mouse event
20:44:16  656  BulletShooter: mouse event
20:44:16  657  BulletShooter: mouse event
20:44:16  658  BulletShooter: mouse event
20:44:16  658  BulletShooter: mouse event
20:44:16  658  BulletShooter: mouse event
20:44:16  659  BulletShooter: mouse event
20:44:16  661  BulletShooter: mouse event
20:44:16  661  BulletShooter: mouse event
20:44:16  661  BulletShooter: mouse event
20:44:16  662  BulletShooter: mouse event
20:44:16  663  BulletShooter: mouse event
20:44:16  664  BulletShooter: mouse event
20:44:16  664  BulletShooter: mouse event
20:44:16  665  BulletShooter: mouse event
20:44:16  666  BulletShooter: mouse event
20:44:16  667  BulletShooter: mouse event
20:44:16  668  BulletShooter: mouse event
20:44:16  669  BulletShooter: mouse event
20:44:16  669 Removing Asteroid
20:44:16  669 Removing Asteroid
20:44:16  670  BulletShooter: mouse event
20:44:16  671  BulletShooter: mouse event
20:44:16  672  BulletShooter: mouse event
20:44:16  672  BulletShooter: mouse event
20:44:16  673  BulletShooter: mouse event
20:44:16  674  BulletShooter: mouse event
20:44:16  674  BulletShooter: mouse event
20:44:16  675  BulletShooter: mouse event
20:44:16  675  BulletShooter: mouse event
20:44:16  675  BulletShooter: mouse event
20:44:16  676  BulletShooter: mouse event
20:44:16  677  BulletShooter: mouse event
20:44:17  678  BulletShooter: mouse event
20:44:17  678  BulletShooter: mouse event
20:44:17  679  BulletShooter: mouse event
20:44:17  680  BulletShooter: mouse event
20:44:17  680 Block hit by asteroid
20:44:17  681  BulletShooter: mouse event
20:44:17  682  BulletShooter: mouse event
20:44:17  683  BulletShooter: mouse event
20:44:17  684 BulletShooter: Pew Pew
20:44:17  684  BulletShooter: mouse event
20:44:17  684  BulletShooter: mouse event
20:44:17  685  BulletShooter: mouse event
20:44:17  686  BulletShooter: mouse event
20:44:17  686 Removing Asteroid
20:44:17  686 Removing Asteroid
20:44:17  688  BulletShooter: mouse event
20:44:17  689  BulletShooter: mouse event
20:44:17  689  BulletShooter: mouse event
20:44:17  690  BulletShooter: mouse event
20:44:17  691  BulletShooter: mouse event
20:44:17  692  BulletShooter: mouse event
20:44:17  693  BulletShooter: mouse event
20:44:17  693 Removing Asteroid
20:44:17  693 Removing Asteroid
20:44:17  693 Removing Asteroid
20:44:17  693 Removing Asteroid
20:44:17  693 Removing Asteroid
20:44:17  693 Removing Asteroid
20:44:17  694  BulletShooter: mouse event
20:44:17  695  BulletShooter: mouse event
20:44:17  696  BulletShooter: mouse event
20:44:17  697  BulletShooter: mouse event
20:44:17  698  BulletShooter: mouse event
20:44:17  699  BulletShooter: mouse event
20:44:17  700  BulletShooter: mouse event
20:44:17  701  BulletShooter: mouse event
20:44:17  702  BulletShooter: mouse event
20:44:17  703  BulletShooter: mouse event
20:44:17  704  BulletShooter: mouse event
20:44:17  704  BulletShooter: mouse event
20:44:17  705  BulletShooter: mouse event
20:44:17  706  BulletShooter: mouse event
20:44:17  706  BulletShooter: mouse event
20:44:17  707  BulletShooter: mouse event
20:44:18  708  BulletShooter: mouse event
20:44:18  709  BulletShooter: mouse event
20:44:18  710  BulletShooter: mouse event
20:44:18  712  BulletShooter: mouse event
20:44:18  712  BulletShooter: mouse event
20:44:18  713  BulletShooter: mouse event
20:44:18  714  BulletShooter: mouse event
20:44:18  715  BulletShooter: mouse event
20:44:18  715  BulletShooter: mouse event
20:44:18  716  BulletShooter: mouse event
20:44:18  717 BulletShooter: Pew Pew
20:44:18  717  BulletShooter: mouse event
20:44:18  717  BulletShooter: mouse event
20:44:18  718  BulletShooter: mouse event
20:44:18  719  BulletShooter: mouse event
20:44:18  720  BulletShooter: mouse event
20:44:18  721  BulletShooter: mouse event
20:44:18  722  BulletShooter: mouse event
20:44:18  722 Block hit by asteroid
20:44:18  723  BulletShooter: mouse event
20:44:18  723  BulletShooter: mouse event
20:44:18  724  BulletShooter: mouse event
20:44:18  725  BulletShooter: mouse event
20:44:18  726  BulletShooter: mouse event
20:44:18  727  BulletShooter: mouse event
20:44:18  727  BulletShooter: mouse event
20:44:18  727  BulletShooter: mouse event
20:44:18  728  BulletShooter: mouse event
20:44:18  729  BulletShooter: mouse event
20:44:18  730  BulletShooter: mouse event
20:44:18  731  BulletShooter: mouse event
20:44:18  732  BulletShooter: mouse event
20:44:18  733  BulletShooter: mouse event
20:44:18  734  BulletShooter: mouse event
20:44:18  736  BulletShooter: mouse event
20:44:18  736 Block hit by asteroid
20:44:18  737  BulletShooter: mouse event
20:44:19  738  BulletShooter: mouse event
20:44:19  739  BulletShooter: mouse event
20:44:19  740  BulletShooter: mouse event
20:44:19  741  BulletShooter: mouse event
20:44:19  743  BulletShooter: mouse event
20:44:19  743  BulletShooter: mouse event
20:44:19  744  BulletShooter: mouse event
20:44:19  745  BulletShooter: mouse event
20:44:19  746  BulletShooter: mouse event
20:44:19  746 Block hit by asteroid
20:44:19  747  BulletShooter: mouse event
20:44:19  748  BulletShooter: mouse event
20:44:19  748  BulletShooter: mouse event
20:44:19  748  BulletShooter: mouse event
20:44:19  749  BulletShooter: mouse event
20:44:19  750  BulletShooter: mouse event
20:44:19  752  BulletShooter: mouse event
20:44:19  753  BulletShooter: mouse event
20:44:19  754  BulletShooter: mouse event
20:44:19  754  BulletShooter: mouse event
20:44:19  755  BulletShooter: mouse event
20:44:19  756  BulletShooter: mouse event
20:44:19  757  BulletShooter: mouse event
20:44:19  759 Removing Asteroid
20:44:19  759 Removing Asteroid
20:44:19  761  BulletShooter: mouse event
20:44:19  762  BulletShooter: mouse event
20:44:19  763  BulletShooter: mouse event
20:44:19  764  BulletShooter: mouse event
20:44:19  765  BulletShooter: mouse event
20:44:19  766  BulletShooter: mouse event
20:44:19  767  BulletShooter: mouse event
20:44:19  768  BulletShooter: mouse event
20:44:20  769  BulletShooter: mouse event
20:44:20  769 BlockPlacer: Placing block
20:44:20  769 Block placed
20:44:20  769  BulletShooter: mouse event
20:44:20  770  BulletShooter: mouse event
20:44:20  773  BulletShooter: mouse event
20:44:20  774  BulletShooter: mouse event
20:44:20  774 Removing Asteroid
20:44:20  774 Removing Asteroid
20:44:20  775  BulletShooter: mouse event
20:44:20  776  BulletShooter: mouse event
20:44:20  777  BulletShooter: mouse event
20:44:20  778 Block hit by asteroid
20:44:20  778 Block Destroyed
20:44:20  779 BulletShooter: Pew Pew
20:44:20  779  BulletShooter: mouse event
20:44:20  779  BulletShooter: mouse event
20:44:20  780  BulletShooter: mouse event
20:44:20  781  BulletShooter: mouse event
20:44:20  781 Block hit by asteroid
20:44:20  781 Block Destroyed
20:44:20  782  BulletShooter: mouse event
20:44:20  782  BulletShooter: mouse event
20:44:20  783  BulletShooter: mouse event
20:44:20  784  BulletShooter: mouse event
20:44:20  785  BulletShooter: mouse event
20:44:20  785  BulletShooter: mouse event
20:44:20  786  BulletShooter: mouse event
20:44:20  787  BulletShooter: mouse event
20:44:20  788  BulletShooter: mouse event
20:44:20  788  BulletShooter: mouse event
20:44:20  789  BulletShooter: mouse event
20:44:20  790  BulletShooter: mouse event
20:44:20  790  BulletShooter: mouse event
20:44:20  790  BulletShooter: mouse event
20:44:20  791  BulletShooter: mouse event
20:44:20  792  BulletShooter: mouse event
20:44:20  793  BulletShooter: mouse event
20:44:20  794  BulletShooter: mouse event
20:44:20  795  BulletShooter: mouse event
20:44:20  796  BulletShooter: mouse event
20:44:20  797  BulletShooter: mouse event
20:44:20  798  BulletShooter: mouse event
20:44:20  798  BulletShooter: mouse event
20:44:21  799  BulletShooter: mouse event
20:44:21  799  BulletShooter: mouse event
20:44:21  800  BulletShooter: mouse event
20:44:21  800  BulletShooter: mouse event
20:44:21  801  BulletShooter: mouse event
20:44:21  801  BulletShooter: mouse event
20:44:21  802  BulletShooter: mouse event
20:44:21  803  BulletShooter: mouse event
20:44:21  803 Removing Asteroid
20:44:21  803 Removing Asteroid
20:44:21  804  BulletShooter: mouse event
20:44:21  805  BulletShooter: mouse event
20:44:21  806  BulletShooter: mouse event
20:44:21  806  BulletShooter: mouse event
20:44:21  807  BulletShooter: mouse event
20:44:21  808  BulletShooter: mouse event
20:44:21  808  BulletShooter: mouse event
20:44:21  809  BulletShooter: mouse event
20:44:21  809  BulletShooter: mouse event
20:44:21  810  BulletShooter: mouse event
20:44:21  810  BulletShooter: mouse event
20:44:21  811  BulletShooter: mouse event
20:44:21  812  BulletShooter: mouse event
20:44:21  812 BulletShooter: Pew Pew
20:44:21  812  BulletShooter: mouse event
20:44:21  812  BulletShooter: mouse event
20:44:21  812  BulletShooter: mouse event
20:44:21  813  BulletShooter: mouse event
20:44:21  813  BulletShooter: mouse event
20:44:21  814  BulletShooter: mouse event
20:44:21  814  BulletShooter: mouse event
20:44:21  815  BulletShooter: mouse event
20:44:21  815  BulletShooter: mouse event
20:44:21  816  BulletShooter: mouse event
20:44:21  816  BulletShooter: mouse event
20:44:21  817  BulletShooter: mouse event
20:44:21  817 Block hit by asteroid
20:44:21  819  BulletShooter: mouse event
20:44:21  819  BulletShooter: mouse event
20:44:21  820  BulletShooter: mouse event
20:44:21  820  BulletShooter: mouse event
20:44:21  823  BulletShooter: mouse event
20:44:21  823  BulletShooter: mouse event
20:44:21  823 Removing Asteroid
20:44:21  823 Removing Asteroid
20:44:21  824  BulletShooter: mouse event
20:44:21  825  BulletShooter: mouse event
20:44:21  827  BulletShooter: mouse event
20:44:21  827  BulletShooter: mouse event
20:44:21  828  BulletShooter: mouse event
20:44:21  828  BulletShooter: mouse event
20:44:22  829  BulletShooter: mouse event
20:44:22  829  BulletShooter: mouse event
20:44:22  830  BulletShooter: mouse event
20:44:22  831  BulletShooter: mouse event
20:44:22  831  BulletShooter: mouse event
20:44:22  831  BulletShooter: mouse event
20:44:22  831  BulletShooter: mouse event
20:44:22  832  BulletShooter: mouse event
20:44:22  832  BulletShooter: mouse event
20:44:22  833  BulletShooter: mouse event
20:44:22  833  BulletShooter: mouse event
20:44:22  834  BulletShooter: mouse event
20:44:22  834  BulletShooter: mouse event
20:44:22  835  BulletShooter: mouse event
20:44:22  835 Removing Asteroid
20:44:22  835 Removing Asteroid
20:44:22  835 Block hit by asteroid
20:44:22  836  BulletShooter: mouse event
20:44:22  837  BulletShooter: mouse event
20:44:22  837  BulletShooter: mouse event
20:44:22  837  BulletShooter: mouse event
20:44:22  837  BulletShooter: mouse event
20:44:22  838  BulletShooter: mouse event
20:44:22  838  BulletShooter: mouse event
20:44:22  839  BulletShooter: mouse event
20:44:22  841  BulletShooter: mouse event
20:44:22  842  BulletShooter: mouse event
20:44:22  843 BulletShooter: Pew Pew
20:44:22  843  BulletShooter: mouse event
20:44:22  843  BulletShooter: mouse event
20:44:22  844  BulletShooter: mouse event
20:44:22  845  BulletShooter: mouse event
20:44:22  846  BulletShooter: mouse event
20:44:22  846  BulletShooter: mouse event
20:44:22  847  BulletShooter: mouse event
20:44:22  847  BulletShooter: mouse event
20:44:22  848  BulletShooter: mouse event
20:44:22  849  BulletShooter: mouse event
20:44:22  850  BulletShooter: mouse event
20:44:22  851  BulletShooter: mouse event
20:44:22  852  BulletShooter: mouse event
20:44:22  852  BulletShooter: mouse event
20:44:22  852  BulletShooter: mouse event
20:44:22  853  BulletShooter: mouse event
20:44:22  853  BulletShooter: mouse event
20:44:22  854  BulletShooter: mouse event
20:44:22  854  BulletShooter: mouse event
20:44:22  855  BulletShooter: mouse event
20:44:22  856  BulletShooter: mouse event
20:44:22  857  BulletShooter: mouse event
20:44:22  857  BulletShooter: mouse event
20:44:22  857  BulletShooter: mouse event
20:44:22  858  BulletShooter: mouse event
20:44:23  859  BulletShooter: mouse event
20:44:23  859  BulletShooter: mouse event
20:44:23  860  BulletShooter: mouse event
20:44:23  861  BulletShooter: mouse event
20:44:23  862  BulletShooter: mouse event
20:44:23  863  BulletShooter: mouse event
20:44:23  863  BulletShooter: mouse event
20:44:23  863  BulletShooter: mouse event
20:44:23  864  BulletShooter: mouse event
20:44:23  865  BulletShooter: mouse event
20:44:23  866  BulletShooter: mouse event
20:44:23  867  BulletShooter: mouse event
20:44:23  868  BulletShooter: mouse event
20:44:23  869  BulletShooter: mouse event
20:44:23  869  BulletShooter: mouse event
20:44:23  870  BulletShooter: mouse event
20:44:23  871  BulletShooter: mouse event
20:44:23  871  BulletShooter: mouse event
20:44:23  872  BulletShooter: mouse event
20:44:23  873  BulletShooter: mouse event
20:44:23  873  BulletShooter: mouse event
20:44:23  874  BulletShooter: mouse event
20:44:23  875  BulletShooter: mouse event
20:44:23  876  BulletShooter: mouse event
20:44:23  877  BulletShooter: mouse event
20:44:23  878  BulletShooter: mouse event
20:44:23  879  BulletShooter: mouse event
20:44:23  880  BulletShooter: mouse event
20:44:23  881  BulletShooter: mouse event
20:44:23  882  BulletShooter: mouse event
20:44:23  883  BulletShooter: mouse event
20:44:23  884  BulletShooter: mouse event
20:44:23  885  BulletShooter: mouse event
20:44:23  886  BulletShooter: mouse event
20:44:23  886 BulletShooter: Pew Pew
20:44:23  886  BulletShooter: mouse event
20:44:23  886  BulletShooter: mouse event
20:44:23  886  BulletShooter: mouse event
20:44:23  886 Block hit by asteroid
20:44:23  887  BulletShooter: mouse event
20:44:23  887  BulletShooter: mouse event
20:44:23  888  BulletShooter: mouse event
20:44:23  889  BulletShooter: mouse event
20:44:24  890  BulletShooter: mouse event
20:44:24  892  BulletShooter: mouse event
20:44:24  892  BulletShooter: mouse event
20:44:24  893  BulletShooter: mouse event
20:44:24  894  BulletShooter: mouse event
20:44:24  894  BulletShooter: mouse event
20:44:24  894  BulletShooter: mouse event
20:44:24  895  BulletShooter: mouse event
20:44:24  896  BulletShooter: mouse event
20:44:24  896 Block hit by asteroid
20:44:24  897  BulletShooter: mouse event
20:44:24  898  BulletShooter: mouse event
20:44:24  899  BulletShooter: mouse event
20:44:24  900  BulletShooter: mouse event
20:44:24  901  BulletShooter: mouse event
20:44:24  902  BulletShooter: mouse event
20:44:24  902  BulletShooter: mouse event
20:44:24  903  BulletShooter: mouse event
20:44:24  905  BulletShooter: mouse event
20:44:24  907  BulletShooter: mouse event
20:44:24  907  BulletShooter: mouse event
20:44:24  908  BulletShooter: mouse event
20:44:24  912  BulletShooter: mouse event
20:44:24  912  BulletShooter: mouse event
20:44:24  913  BulletShooter: mouse event
20:44:24  915  BulletShooter: mouse event
20:44:24  916  BulletShooter: mouse event
20:44:24  917  BulletShooter: mouse event
20:44:24  918  BulletShooter: mouse event
20:44:24  919  BulletShooter: mouse event
20:44:25  920  BulletShooter: mouse event
20:44:25  922  BulletShooter: mouse event
20:44:25  923  BulletShooter: mouse event
20:44:25  923 Removing Asteroid
20:44:25  923 Removing Asteroid
20:44:25  926  BulletShooter: mouse event
20:44:25  927  BulletShooter: mouse event
20:44:25  927  BulletShooter: mouse event
20:44:25  928  BulletShooter: mouse event
20:44:25  928  BulletShooter: mouse event
20:44:25  929  BulletShooter: mouse event
20:44:25  929  BulletShooter: mouse event
20:44:25  930  BulletShooter: mouse event
20:44:25  931  BulletShooter: mouse event
20:44:25  932  BulletShooter: mouse event
20:44:25  933  BulletShooter: mouse event
20:44:25  933 Removing Asteroid
20:44:25  933 Removing Asteroid
20:44:25  934  BulletShooter: mouse event
20:44:25  935  BulletShooter: mouse event
20:44:25  936 BulletShooter: Pew Pew
20:44:25  936  BulletShooter: mouse event
20:44:25  936  BulletShooter: mouse event
20:44:25  937  BulletShooter: mouse event
20:44:25  938  BulletShooter: mouse event
20:44:25  939  BulletShooter: mouse event
20:44:25  942  BulletShooter: mouse event
20:44:25  942  BulletShooter: mouse event
20:44:25  943  BulletShooter: mouse event
20:44:25  943 Removing Asteroid
20:44:25  943 Removing Asteroid
20:44:25  944  BulletShooter: mouse event
20:44:25  946  BulletShooter: mouse event
20:44:25  948  BulletShooter: mouse event
20:44:25  948  BulletShooter: mouse event
20:44:25  949  BulletShooter: mouse event
20:44:26  950  BulletShooter: mouse event
20:44:26  950 Removing Asteroid
20:44:26  950 Removing Asteroid
20:44:26  952  BulletShooter: mouse event
20:44:26  953  BulletShooter: mouse event
20:44:26  955  BulletShooter: mouse event
20:44:26  955  BulletShooter: mouse event
20:44:26  956  BulletShooter: mouse event
20:44:26  957  BulletShooter: mouse event
20:44:26  962  BulletShooter: mouse event
20:44:26  962  BulletShooter: mouse event
20:44:26  963  BulletShooter: mouse event
20:44:26  963  BulletShooter: mouse event
20:44:26  964  BulletShooter: mouse event
20:44:26  964  BulletShooter: mouse event
20:44:26  968  BulletShooter: mouse event
20:44:26  969 BulletShooter: Pew Pew
20:44:26  969  BulletShooter: mouse event
20:44:26  969  BulletShooter: mouse event
20:44:26  969  BulletShooter: mouse event
20:44:26  969  BulletShooter: mouse event
20:44:26  969 Removing Asteroid
20:44:26  969 Removing Asteroid
20:44:26  970  BulletShooter: mouse event
20:44:26  970  BulletShooter: mouse event
20:44:26  970 Removing Asteroid
20:44:26  970 Removing Asteroid
20:44:26  971  BulletShooter: mouse event
20:44:26  971  BulletShooter: mouse event
20:44:26  972  BulletShooter: mouse event
20:44:26  972  BulletShooter: mouse event
20:44:26  973  BulletShooter: mouse event
20:44:26  975  BulletShooter: mouse event
20:44:26  975  BulletShooter: mouse event
20:44:26  975  BulletShooter: mouse event
20:44:26  975  BulletShooter: mouse event
20:44:26  976  BulletShooter: mouse event
20:44:26  976  BulletShooter: mouse event
20:44:26  977  BulletShooter: mouse event
20:44:26  977  BulletShooter: mouse event
20:44:26  978  BulletShooter: mouse event
20:44:27  981  BulletShooter: mouse event
20:44:27  981  BulletShooter: mouse event
20:44:27  981  BulletShooter: mouse event
20:44:27  981  BulletShooter: mouse event
20:44:27  982  BulletShooter: mouse event
20:44:27  982  BulletShooter: mouse event
20:44:27  983  BulletShooter: mouse event
20:44:27  983  BulletShooter: mouse event
20:44:27  984  BulletShooter: mouse event
20:44:27  985  BulletShooter: mouse event
20:44:27  986  BulletShooter: mouse event
20:44:27  986  BulletShooter: mouse event
20:44:27  986  BulletShooter: mouse event
20:44:27  986  BulletShooter: mouse event
20:44:27  987  BulletShooter: mouse event
20:44:27  987  BulletShooter: mouse event
20:44:27  988  BulletShooter: mouse event
20:44:27  989  BulletShooter: mouse event
20:44:27  990  BulletShooter: mouse event
20:44:27  992  BulletShooter: mouse event
20:44:27  992  BulletShooter: mouse event
20:44:27  993  BulletShooter: mouse event
20:44:27  994  BulletShooter: mouse event
20:44:27  995  BulletShooter: mouse event
20:44:27  995  BulletShooter: mouse event
20:44:27  996  BulletShooter: mouse event
20:44:27  998  BulletShooter: mouse event
20:44:27  998  BulletShooter: mouse event
20:44:27  999  BulletShooter: mouse event
20:44:27 1000  BulletShooter: mouse event
20:44:27 1000  BulletShooter: mouse event
20:44:27 1001  BulletShooter: mouse event
20:44:27 1002  BulletShooter: mouse event
20:44:27 1003  BulletShooter: mouse event
20:44:27 1004 BulletShooter: Pew Pew
20:44:27 1004  BulletShooter: mouse event
20:44:27 1004  BulletShooter: mouse event
20:44:27 1005  BulletShooter: mouse event
20:44:27 1005  BulletShooter: mouse event
20:44:27 1005 GameManager::run(): Can't keep up! frame_time 33 ms, split 39 ms
20:44:27 1006  BulletShooter: mouse event
20:44:27 1007  BulletShooter: mouse event
20:44:27 1008  BulletShooter: mouse event
20:44:27 1009  BulletShooter: mouse event
20:44:27 1009  BulletShooter: mouse event
20:44:27 1009  BulletShooter: mouse event
20:44:28 1010  BulletShooter: mouse event
20:44:28 1010  BulletShooter: mouse event
20:44:28 1011  BulletShooter: mouse event
20:44:28 1011  BulletShooter: mouse event
20:44:28 1012  BulletShooter: mouse event
20:44:28 1013  BulletShooter: mouse event
20:44:28 1013  BulletShooter: mouse event
20:44:28 1014  BulletShooter: mouse event
20:44:28 1015  BulletShooter: mouse event
20:44:28 1016  BulletShooter: mouse event
20:44:28 1017  BulletShooter: mouse event
20:44:28 1017  BulletShooter: mouse event
20:44:28 1017  BulletShooter: mouse event
20:44:28 1017  BulletShooter: mouse event
20:44:28 1018  BulletShooter: mouse event
20:44:28 1018  BulletShooter: mouse event
20:44:28 1019  BulletShooter: mouse event
20:44:28 1019  BulletShooter: mouse event
20:44:28 1020  BulletShooter: mouse event
20:44:28 1020 Removing Asteroid
20:44:28 1020 Removing Asteroid
20:44:28 1021  BulletShooter: mouse event
20:44:28 1022  BulletShooter: mouse event
20:44:28 1023  BulletShooter: mouse event
20:44:28 1023  BulletShooter: mouse event
20:44:28 1023  BulletShooter: mouse event
20:44:28 1024  BulletShooter: mouse event
20:44:28 1024 Block hit by asteroid
20:44:28 1026 Removing Asteroid
20:44:28 1026 Removing Asteroid
20:44:28 1028  BulletShooter: mouse event
20:44:28 1028  BulletShooter: mouse event
20:44:28 1029  BulletShooter: mouse event
20:44:28 1030  BulletShooter: mouse event
20:44:28 1030  BulletShooter: mouse event
20:44:28 1031  BulletShooter: mouse event
20:44:28 1032  BulletShooter: mouse event
20:44:28 1033  BulletShooter: mouse event
20:44:28 1034  BulletShooter: mouse event
20:44:28 1034  BulletShooter: mouse event
20:44:28 1035  BulletShooter: mouse event
20:44:28 1036  BulletShooter: mouse event
20:44:28 1037  BulletShooter: mouse event
20:44:28 1038  BulletShooter: mouse event
20:44:28 1038 Removing Asteroid
20:44:28 1038 Removing Asteroid
20:44:28 1039  BulletShooter: mouse event
20:44:28 1040  BulletShooter: mouse event
20:44:28 1040 Block hit by asteroid
20:44:29 1041  BulletShooter: mouse event
20:44:29 1042  BulletShooter: mouse event
20:44:29 1043  BulletShooter: mouse event
20:44:29 1044  BulletShooter: mouse event
20:44:29 1045  BulletShooter: mouse event
20:44:29 1046  BulletShooter: mouse event
20:44:29 1046  BulletShooter: mouse event
20:44:29 1047  BulletShooter: mouse event
20:44:29 1048  BulletShooter: mouse event
20:44:29 1049  BulletShooter: mouse event
20:44:29 1050  BulletShooter: mouse event
20:44:29 1051 BulletShooter: Pew Pew
20:44:29 1051  BulletShooter: mouse event
20:44:29 1051  BulletShooter: mouse event
20:44:29 1051  BulletShooter: mouse event
20:44:29 1052  BulletShooter: mouse event
20:44:29 1052  BulletShooter: mouse event
20:44:29 1052 Removing Asteroid
20:44:29 1052 Removing Asteroid
20:44:29 1053  BulletShooter: mouse event
20:44:29 1053  BulletShooter: mouse event
20:44:29 1054  BulletShooter: mouse event
20:44:29 1054  BulletShooter: mouse event
20:44:29 1055  BulletShooter: mouse event
20:44:29 1056  BulletShooter: mouse event
20:44:29 1057  BulletShooter: mouse event
20:44:29 1057  BulletShooter: mouse event
20:44:29 1058  BulletShooter: mouse event
20:44:29 1059  BulletShooter: mouse event
20:44:29 1060  BulletShooter: mouse event
20:44:29 1061 Removing Asteroid
20:44:29 1061 Removing Asteroid
20:44:29 1061 Removing Asteroid
20:44:29 1061 Removing Asteroid
20:44:29 1062  BulletShooter: mouse event
20:44:29 1062  BulletShooter: mouse event
20:44:29 1063  BulletShooter: mouse event
20:44:29 1063  BulletShooter: mouse event
20:44:29 1063  BulletShooter: mouse event
20:44:29 1064  BulletShooter: mouse event
20:44:29 1064 Block hit by asteroid
20:44:29 1068  BulletShooter: mouse event
20:44:29 1068  BulletShooter: mouse event
20:44:29 1069  BulletShooter: mouse event
20:44:29 1069  BulletShooter: mouse event
20:44:29 1070  BulletShooter: mouse event
20:44:29 1070  BulletShooter: mouse event
20:44:30 1071  BulletShooter: mouse event
20:44:30 1071  BulletShooter: mouse event
20:44:30 1072  BulletShooter: mouse event
20:44:30 1073  BulletShooter: mouse event
